modelo,atributos,balanceamento,best_cv_f1_macro,best_params
XGBoost,CBC_original_plus_derivados,Borderline_SMOTE,0.9497449157516826,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__subsample"": 0.8}"
