random_state,test_size,internal_validation_size_from_train,n_total_original,n_total_deduplicado,n_train,n_train_core,n_valid_internal,n_test,modelo,cenario_atributos,balanceamento,criterio_hiperparametros,best_cv_f1_macro,best_params,min_coverage_abstention,n_bins_ece
42,0.2,0.25,1281,1232,985,738,247,247,XGBoost,CBC_original_plus_atributos_derivados,Borderline_SMOTE,f1_macro,0.9497449157516826,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 5, ""model__n_estimators"": 400, ""model__subsample"": 0.8}",0.8,10
