modelo,accuracy_original,accuracy_derivado,delta_accuracy,balanced_accuracy_original,balanced_accuracy_derivado,delta_balanced_accuracy,precision_macro_original,precision_macro_derivado,delta_precision_macro,recall_macro_original,recall_macro_derivado,delta_recall_macro,f1_macro_original,f1_macro_derivado,delta_f1_macro,f1_weighted_original,f1_weighted_derivado,delta_f1_weighted,roc_auc_macro_ovr_original,roc_auc_macro_ovr_derivado,delta_roc_auc_macro_ovr,pr_auc_macro_ovr_original,pr_auc_macro_ovr_derivado,delta_pr_auc_macro_ovr,brier_multiclass_original,brier_multiclass_derivado,delta_brier_multiclass
MLP,0.8704453441295547,0.8178137651821862,-0.052631578947368474,0.6934612660102855,0.725301584778709,0.031840318768423526,0.6868198486948488,0.7430879317554397,0.056268083060590945,0.6934612660102855,0.725301584778709,0.031840318768423526,0.6812698319666877,0.7162826688217876,0.03501283685509993,0.8708913237528135,0.8233123163147061,-0.04757900743810739,0.9857682319558381,0.9761099116105755,-0.009658320345262594,0.8532056706939488,0.8160164011466942,-0.037189269547254655,0.1961607284081766,0.2648381337258836,0.068677405317707
Logistic Regression,0.854251012145749,0.8744939271255061,0.020242914979757165,0.6898770290927154,0.7097567378613131,0.01987970876859768,0.6787118981134876,0.6934009241648907,0.014689026051403098,0.6898770290927154,0.7097567378613131,0.01987970876859768,0.6754613348422824,0.6963664745595439,0.02090513971726149,0.8548184502503431,0.8750110547047052,0.020192604454362106,0.9856950389946516,0.9834568442487408,-0.0022381947459108043,0.8389420285213453,0.8367396156594935,-0.0022024128618517436,0.20258983824794294,0.19853720137900488,-0.004052636868938059
XGBoost,0.9757085020242915,0.979757085020243,0.004048582995951455,0.8802483135816469,0.917285350618684,0.03703703703703709,0.9101010101010102,0.9232323232323232,0.013131313131312994,0.8802483135816469,0.917285350618684,0.03703703703703709,0.8842962811439948,0.9051569189771098,0.02086063783311498,0.9761960659430877,0.9803706697072617,0.004174603764174001,0.9979197691596016,0.9972482906697826,-0.0006714784898189663,0.9379706152433425,0.9219294988123625,-0.01604111643097994,0.02960220188551892,0.03175040232099657,0.0021482004354776464
SVM,0.9230769230769231,0.8623481781376519,-0.06072874493927127,0.7443534169024366,0.7900219795644632,0.04566856266202657,0.7804828387114325,0.7962037667920021,0.015720928080569574,0.7443534169024366,0.7900219795644632,0.04566856266202657,0.7549808321030204,0.7732317668555292,0.01825093475250883,0.9178185475810606,0.8664532574625973,-0.05136529011846336,0.9910548028847498,0.9872942583805582,-0.0037605445041916097,0.8829100029536393,0.8649517918138296,-0.017958211139809666,0.1482618183497357,0.1891664545124687,0.04090463616273299
KNN,0.8137651821862348,0.805668016194332,-0.0080971659919028,0.7525605682468428,0.7428119558838513,-0.009748612362991516,0.6977846429725654,0.7214131046930412,0.023628461720475835,0.7525605682468428,0.7428119558838513,-0.009748612362991516,0.7101334602318854,0.72680917236602,0.016675712134134657,0.8170365554275625,0.8111854116227132,-0.005851143804849301,0.9038337196442375,0.8891827742910796,-0.014650945353157918,0.6525733064795616,0.6928227215318871,0.04024941505232549,0.3042330825730644,0.32409181392477093,0.019858731351706516
GaussianNB,0.7044534412955465,0.6923076923076923,-0.012145748987854255,0.6845804028810565,0.690734067858251,0.006153664977194495,0.6411139169472503,0.6473119351408826,0.006198018193632304,0.6845804028810565,0.690734067858251,0.006153664977194495,0.6526071396866419,0.6593087093521325,0.006701569665490625,0.7102224844042757,0.6960765692875186,-0.014145915116757113,0.9335294411371043,0.923129493862453,-0.010399947274651322,0.6812752663580549,0.7007070505382473,0.019431784180192424,0.5078061515820979,0.5313796370273289,0.02357348544523108
Random Forest,0.9676113360323887,0.9595141700404858,-0.00809716599190291,0.8689140440774428,0.8244695996329985,-0.04444444444444429,0.9201817064562162,0.8904919517664615,-0.029689754689754766,0.8689140440774428,0.8244695996329985,-0.04444444444444429,0.8828650689565417,0.84630531952112,-0.03655974943542173,0.9675458313197992,0.9600487379271697,-0.007497093392629495,0.9998528350100463,0.9988301759711296,-0.00102265903891674,0.997747588700461,0.9573032965890644,-0.04044429211139655,0.06873906882591094,0.08937470297014415,0.02063563414423321
